AG.LND.AGRI.ZS,AG.LND.EL5M.UR.ZS,AG.LND.FRST.ZS,BG.GSR.NFSV.GD.ZS,BM.GSR.TRVL.ZS,BM.KLT.DINV.WD.GD.ZS,BN.GSR.MRCH.CD,BN.KLT.DINV.CD,BX.TRF.PWKR.DT.GD.ZS,CM.MKT.LCAP.GD.ZS,CM.MKT.TRAD.GD.ZS,DT.DOD.ALLC.ZS,DT.DOD.DSTC.IR.ZS,DT.DOD.PVLX.GN.ZS,DT.INT.DECT.GN.ZS,DT.ODA.ODAT.GI.ZS,EG.ELC.ACCS.ZS,EG.ELC.FOSL.ZS,EG.ELC.HYRO.ZS,EG.ELC.RNEW.ZS,EG.IMP.CONS.ZS,EN.ATM.GHGO.ZG,EN.POP.DNST,ER.H2O.FWTL.ZS,FB.ATM.TOTL.P5,FB.CBK.BRWR.P3,FB.CBK.DPTR.P3,GC.FIN.FRGN.GD.ZS,GC.REV.SOCL.ZS,GC.TAX.EXPT.ZS,GC.TAX.GSRV.RV.ZS,GDPdelta,GDPpercentgrowth,IT.CEL.SETS.P2,IT.NET.USER.P2,MS.MIL.TOTL.TF.ZS,MS.MIL.XPND.GD.ZS,NE.TRD.GNFS.ZS,NV.AGR.TOTL.ZS,NV.IND.MANF.ZS,NV.IND.TOTL.ZS,NV.SRV.TETC.ZS,NY.GDP.MKTP.CD,NY.GDP.MKTP.KD,NY.GDP.PCAP.CD,SE.ADT.1524.LT.ZS,SE.COM.DURS,country code,country_name,income_group,per_allsp.cov_pop_tot,region,growthInd
48.5290271726,,32.6959308502,13.8874000491,32.1079191257,3.20541715309,2.49567317139e+11,66624464074.3,0.312433402179,42.8684827204,86.1923684263,,,,,,,61.0944355832,3.26301010978,14.8352190082,59.2618356117,-45.5098411777,235.468392525,30.1869158879,109.604432451,,,,54.9117522905,,24.1313324597,2.7338384106e+11,7.94360042467,122.64197534,77.3866666667,0.588262117425,1.30242569054,76.9934940131,0.818697022583,21.9592416958,29.4675001232,69.7138028542,3.53677469048e+12,3.40123671523e+12,43082.2415577,,12.0,DEU,Germany,High income,,Europe & Central Asia,0
73.3966062698,,0.241587575496,42.5155203783,3.2588654667,,-431275238.529,-173288469.005,3.1693225619,,,76.3724666667,82.4142597409,,,35.4271685932,,,,0.0,,-69.4444444444,34.9301840667,,1.44865116657,10.7738270956,50.1551087968,,,,,145541887.125,14.82991449,12.7685058589,2.62666666667,4.79339030036,3.8508619088,134.237821266,3.85527653326,2.45020895298,16.8856594255,79.2590640413,965378317.7,1036773374.74,1191.36008129,,10.0,DJI,Djibouti,Lower middle income,,Middle East & North Africa,0
29.7777777778,,60.2577777778,39.0511572629,17.2386078007,0.648269651195,-156075917.16,-46485241.1111,4.93694443704,,,53.7488666667,34.1658986058,,1.36583484044,28.2018174515,,,,24.6219384576,,-100.0,94.5204444444,8.3,25.2936999933,,,-0.774137326454,,,43.8398001738,-2894410.32322,-0.624442462087,130.945291463,41.1514876691,,,90.7690616058,14.0087946126,3.3030565425,15.1972797302,70.7939292196,456296296.296,483366523.978,6436.21124395,,11.0,DMA,Dominica,Upper middle income,,Latin America & Caribbean,-1
62.5736507188,,13.5597454631,36.1881240598,,4.05126308687,3437401739.97,7420562570.94,0.335379436811,,,,,,,,,70.6747220521,0.06481574215,27.1472902322,-35.3896863626,-46.3600477029,129.453641292,9.51333333333,68.0814460494,,,,2.9802632408,,37.725832764,8561725431.62,2.56366434908,119.457817553,85.63,0.8895857256,1.34043908305,97.7784486656,1.11949228524,13.7223093016,25.3456296081,73.5348781066,3.30618082298e+11,3.26742589925e+11,60192.8780687,,9.0,DNK,Denmark,High income,,Europe & Central Asia,-1
49.7447571744,,36.2375827815,18.2955061046,18.0469050454,0.0196482378189,-9296533333.33,-2234266666.67,7.42683532666,,,23.5022,67.4858901987,,1.1148226503,1.03031698518,,88.7688321582,10.4717975172,10.6891509788,86.5555737677,-77.8808471026,199.42442053,23.2765957447,26.4243159651,128.454398297,,1.37094312236,1.8532941324,0.0508291265788,56.906517039,7104886044.43,14.8723501678,72.865582205,22.0666666667,1.13546011281,0.666939950479,57.9904365135,6.85263844705,17.2492418816,29.6923661707,63.4549953802,46806779258.1,48927368458.8,4856.04189089,95.786857605,9.0,DOM,Dominican Republic,Upper middle income,22.6959520941,Latin America & Caribbean,0
17.3460019426,,0.741138831275,8.75885394241,4.55615637604,0.150350456691,27318122426.0,-2131002452.26,0.0811728626995,,,31.308,0.831520992077,,0.131673533855,0.616694709279,,99.2980910004,0.70190899963,0.70190899963,-318.690930848,457.884928255,14.6216379622,,4.27777459898,29.4248405113,,-0.411395278249,,0.0296259260539,41.8618366844,15916805290.8,10.6420355006,81.3852920742,10.2870635419,3.09715385141,3.26552794913,73.3156586682,8.14513362483,,56.5446312495,35.3102351257,1.4772960681e+11,1.52775295231e+11,4242.54465855,93.767326355,10.0,DZA,Algeria,Upper middle income,,Middle East & North Africa,0
30.0523433725,,52.7420948086,6.99822393768,19.4671725653,0.050950406411,1171756698.76,-519573812.398,5.31265731229,,,13.7272,42.4295294523,,1.7331566535,1.52929414381,,43.8228782361,54.9605036268,56.1903216487,-126.515366929,17.3942004771,58.1741410318,2.24186256781,26.4677751066,249.328451763,390.749943609,,,,,12074306621.6,19.2219727592,79.971194897,18.0666666667,0.868490864796,2.78356521477,60.916311609,9.87962207063,14.4519388438,36.6343744371,53.4860034923,58430032666.7,65603441480.7,4040.40263241,96.129535675,10.0,ECU,Ecuador,Upper middle income,63.0927041464,Latin America & Caribbean,0
3.60607430475,,0.0691144708423,23.7190283282,17.2724710346,0.663703386253,-17158733333.3,-8209366666.67,4.99678927792,69.269652462,48.4526304599,64.4567333333,7.51984356119,,0.568623745753,3.90018511714,,88.323555399,10.9511258113,11.676444601,-21.6622741995,78.8329406502,79.3690933749,,6.78649740505,65.7755231441,,0.528108055781,,0.226540812442,20.2933538408,19564915368.6,10.5415999838,55.7760633208,18.0133333333,3.36053584328,2.31081599835,64.4373144133,13.6405202892,16.3057054437,37.4099012869,48.9495784239,1.6075983887e+11,1.97552547828e+11,2030.73803932,,9.0,EGY,"Egypt, Arab Rep.",Lower middle income,55.453205446,Middle East & North Africa,0
56.2058668837,,35.8043069906,13.1037001656,24.0007434431,5.20054655121,-1.05003698307e+11,23802097415.4,0.109191457116,91.787724289,114.96740812,,,,,,,59.6502248594,8.53651096193,21.5578786937,77.784623411,90.1877232712,91.9064293571,31.9874100719,155.548474959,,,1.46028813898,82.2142735297,,40.4593211841,-51259602649.0,-3.49145202761,109.891963314,59.0366666667,0.967499638851,1.35401480843,53.2210894942,2.51462955374,14.2141546488,28.5335174279,68.9518530184,1.53780179807e+12,1.46138366446e+12,33540.5344441,99.5775502523,10.0,ESP,Spain,High income,,Europe & Central Asia,-1
21.6403239758,,52.8709601321,35.2460009439,22.9535654255,7.71438884786,-2458182547.23,-699725840.171,1.69149880745,,,,,,,,,6.12650274021,0.267134611366,3.07125349111,20.0566767351,-99.613076399,31.5505622395,14.4295830055,88.8228726741,511.0409686,1901.70730244,,35.2466608156,,38.7458443885,3033814569.54,12.860740304,124.275106478,69.7566666667,0.927798539322,2.10002296153,129.812747901,2.88072617864,15.1775859124,29.0859637006,68.0333101207,22027863534.9,21642375275.9,16469.0897542,,9.0,EST,Estonia,High income,,Europe & Central Asia,0
34.8583333333,,12.5776,14.3566373502,6.28107343343,,-4805657001.65,-183999232.774,1.35029540703,,,70.1124333333,4.01870205091,,0.168340055579,,,9.35126490307,90.3247794458,90.6487350969,5.10612281813,22166.0695815,83.091225,6.44344262295,0.0694182892754,1.29579480064,81.1948156704,0.844055125902,,9.65503323887,13.0741550045,9561993284.94,43.3379289006,2.88126820507,0.453333333333,0.360949366543,1.51202400559,,47.5107720748,4.48092771844,11.223873536,41.2653543685,26403972841.4,24367940185.5,316.562862393,54.9829788208,,ETH,Ethiopia,Low income,,Sub-Saharan Africa,1
7.55332468137,,72.9956630213,21.018404249,,5.17918715481,9194659371.5,3397075589.56,0.332545824503,,,,,,,,,29.6607400163,19.0506930395,31.956733572,53.2486576552,70.2820410632,17.4812827995,6.13271028037,37.4183332595,,,2.12821851304,30.7752663247,,33.6578788424,9945695364.24,3.81898353702,129.13269938,82.3133333333,1.09213023989,1.29534225202,80.0730162227,2.56356050908,22.7091822255,32.7295514502,64.7068880407,2.63542045312e+11,2.54449006623e+11,49599.0065598,,10.0,FIN,Finland,High income,,Europe & Central Asia,-1
23.4008392629,,54.4411603722,45.4163567994,17.7740217869,-0.110588479937,-854867105.25,-293178678.547,5.17010611547,15.9261570882,0.185057266361,24.9677333333,7.51251000255,,0.516607844267,6.10892715765,,,,60.5132916736,,44.5833333333,46.1556102901,0.297373029772,25.1491325434,,,,,,,44115362.1151,1.44090937641,69.8755928535,13.6326103485,1.1757633595,1.84235264921,116.868733927,12.812441453,14.3437144491,18.9244031295,68.2631554174,3266287055.64,3068422387.82,3875.80191239,,,FJI,Fiji,Upper middle income,14.3335223249,East Asia & Pacific,-1
53.1888938626,,29.5837872454,13.9443986446,21.4495899812,4.302025482,-55972829016.7,62220332571.1,0.692311219626,75.1703841415,79.5677919592,,,,,,,9.56589494473,10.7121526895,12.6048627729,48.8833685631,56.2671620059,117.551463387,15.705,101.816071822,,,,42.123572861,,22.6110665447,1.11001324503e+11,4.15825028592,91.2527925939,69.45,1.1877356053,2.33876956004,53.8797961207,1.65051125475,12.0929569999,20.5937432741,77.7557454712,2.76013520448e+12,2.64667593819e+12,42881.5936998,,11.0,FRA,France,High income,,Europe & Central Asia,-1
31.9047619048,,91.5333333333,42.7381050618,12.1425924622,,-108394300.0,,2.08395417982,,,,,,,,,,,,,,149.291904762,,3.07487569815,,,,,,,14983581.9136,5.13860514047,26.2894437399,14.4870442445,,,,27.2737544802,0.477209182646,4.98592287524,67.7294898585,264913766.667,287523804.5,2535.36752797,,,FSM,"Micronesia, Fed. Sts.",Lower middle income,,East Asia & Pacific,0
20.0256141576,,85.3805254783,,,0.60421197935,,,,,,17.1254666667,15.7354359362,,2.06990451646,1.84609171622,,51.0164560111,48.5235120776,48.7918761769,-615.138451475,370.333289779,5.72058705579,0.0848170731707,7.01532521948,16.6331694793,148.780880401,,,,,2776336362.72,20.0476366285,87.9611360221,6.22566819188,1.27379923709,,85.8786430606,5.0591617593,2.14611784454,60.1432410832,34.5389416542,13337556616.5,13549064211.3,9053.27264793,,10.0,GAB,Gabon,Upper middle income,,Sub-Saharan Africa,1
72.5499111313,,12.5813251767,18.6757433662,33.4265844067,7.71689716315,-1.64417289882e+11,67059147911.5,0.220636771153,98.2000244805,117.385531808,,,,,,,77.64138655,1.34366896536,5.81420624934,18.4691403153,-12.6737100013,255.453682195,5.87103448276,124.163458146,56.2083689198,,,21.2226778235,,29.3692238833,1.1276101576e+11,4.54277934009,122.414332594,79.0133333333,0.525519400305,2.35767769117,56.1334736709,0.661324680629,10.4942356963,21.9000458541,77.4386294653,2.69256258957e+12,2.43995508416e+12,43596.5301152,,11.0,GBR,United Kingdom,High income,,Europe & Central Asia,-1
36.1970547321,,40.3286803857,20.3896759446,17.8988938317,1.03590181565,-3047454650.43,-1257156258.85,9.10959974708,7.67431869082,0.175374617729,32.7591333333,54.1978709923,,1.73874233798,34.3699170309,,15.6115236,84.3884764,84.3884764,64.5927410431,-59.2544309723,70.5063158263,3.11887149493,32.4465826315,204.314653154,475.715340985,3.08443513737,16.8180547792,,51.195181844,2317889366.68,20.8331683229,61.8785890032,12.78,1.5472794865,7.76194398611,84.9511555229,9.81874483382,12.0921122969,22.6922215005,67.4890338812,11244907750.5,11154326311.5,2791.2220974,,9.0,GEO,Georgia,Upper middle income,,Europe & Central Asia,1
68.2663853974,,40.1608508394,15.9938553868,24.9208766285,0.0181548627191,-3699768183.44,-2154578091.18,0.452224327069,9.67075023746,0.597344438403,41.8871333333,53.5593692458,,0.508664241905,24.7396804795,,0.0744213738186,68.201147241,68.201147241,44.2382494942,408.246763236,101.604295215,,3.85697379914,31.590634135,245.928573045,2.17286536628,,0.786734666737,32.0874541222,10284702198.6,39.470299886,49.1990815868,4.52,0.151006470249,0.454348954693,68.8210954748,31.4561351492,8.23145767445,20.6074198217,47.9364453051,26421186180.6,28105636774.6,1142.86848172,,11.0,GHA,Ghana,Lower middle income,,Sub-Saharan Africa,1
57.8843127679,,26.9249552336,9.86932445073,5.13821427215,0.469755470806,-10083333.3333,-281663333.333,0.95183172074,,,80.6224,,,1.03232626526,40.301906074,,,,53.5305208644,,27.1600516896,42.4543477671,,0.40172702946,3.67125815009,33.4699422468,,,,,469166559.109,10.5671447699,26.5012049902,0.880008426353,0.455441964696,,65.8411400403,25.3847159299,7.07448013731,40.7292658956,33.8860181749,4419973892.92,4581638388.63,423.49376031,,6.0,GIN,Guinea,Low income,,Sub-Saharan Africa,0
54.347826087,,47.0750988142,22.8847089749,9.87803216332,,-100014373.944,-65387373.3092,7.5130076803,,,85.9525666667,16.0493524081,,0.970492465029,43.5671656354,,,,0.0,,2044.15416667,156.853491436,,,,,,,,,70525501.3652,8.87820822959,68.9531466927,6.90501247284,0.141954493141,1.04472542156,59.1555340632,26.6725293082,6.47813490845,14.7404948576,58.5869758341,888426590.106,842793197.041,559.380218251,,9.0,GMB,"Gambia, The",Low income,,Sub-Saharan Africa,0
57.2546230441,,72.6173541963,14.6883270492,47.3538134325,0.0900161122939,-70733951.1252,-14023460.9453,5.94181462367,,,82.4540333333,107.09155441,,0.474943036474,256.477989497,,,,0.0,,17631.8666667,55.5413347558,,,,43.8107255304,,,,,98412364.5384,12.9303214295,29.6861976435,2.28815718002,1.08747694155,1.6644013028,53.5485968311,45.7234818615,,13.46348252,40.8130356186,795170344.941,786037367.008,508.679803373,,9.0,GNB,Guinea-Bissau,Low income,,Sub-Saharan Africa,0
10.8972073678,,58.8092691622,,,0.0,,,,,,,,,,0.543604830497,,,,7.0,,-100.0,24.4703030303,,2.49871441363,7.38418375181,153.972193037,1.56954745143,,0.524679471393,1.38679715868,490495268.714,3.89443758178,26.7848940683,1.83570768648,0.31202849811,2.4294300847,166.021105225,,,,,12339297075.8,13217480405.4,17995.1194243,,6.0,GNQ,Equatorial Guinea,Upper middle income,,Sub-Saharan Africa,-1
63.747090768,,29.8107059736,19.7254694808,16.2805745488,1.09852817779,-54891662753.2,151007876.828,0.716664005295,47.5896182998,26.4022074968,,,,,,,90.0120090383,6.06414304146,9.95426897938,66.5592034938,41.8290816352,85.9408611327,16.6034482759,77.9158670887,,,,32.0469434252,,30.611189086,-64554904370.9,-19.4395403931,118.466790054,38.8266666667,3.06063670171,2.96239980099,54.8659788285,3.25244125706,9.25429468358,18.4175400863,78.3300186567,3.34319663868e+11,3.26593701325e+11,30178.5262205,,9.66666666667,GRC,Greece,High income,,Europe & Central Asia,-1
30.3921568627,,49.9705882353,34.3057767946,11.6381642777,0.996342492728,-271012895.556,-131314580.988,3.61739292564,,,39.6165,43.1896211123,,1.49200738861,15.7978193842,,,,0.0,,44.5753834643,305.704901961,5.0,45.1381651154,,,0.567756072622,,,16.2623072153,-7040914.37278,-0.856493506494,72.354769283,23.1733333333,,,80.0692415362,4.58491961825,3.9262262783,19.6343275753,75.7807526398,785240851.852,808968485.518,7554.70366347,,12.0,GRD,Grenada,Upper middle income,,Latin America & Caribbean,-1
39.1798556675,,35.5393803658,10.9589783428,30.8164619488,0.256395705896,-4803302566.13,-676945299.96,11.4885445573,,,5.25683333333,38.7405580908,,1.86915847885,7.4566760786,,49.2837419523,36.4298313423,50.7162580477,31.7578225655,198.267294435,131.648466468,3.04395604396,22.1647222355,147.175159759,,0.928548142526,2.26175393915,,57.6912331094,4152385706.55,10.7283780987,107.528124694,8.3,0.613904476115,0.404845625978,63.0432393334,12.2690734503,19.8416311289,29.4335835928,58.2973429569,36994384525.7,39621407862.5,2621.27310698,,10.0,GTM,Guatemala,Lower middle income,,Latin America & Caribbean,0
8.52425704851,,84.2590805182,25.1288832774,18.8167213518,0.0,-413760061.5,-164800000.0,14.3954969555,14.774682382,0.0422270455059,68.3002333333,29.2316090787,,0.624732400851,32.6754147917,,,,0.0,,-98.0911122928,3.80066548133,,14.084907407,,,,,,,332189656.397,16.1686245935,63.4010417204,18.6333333333,0.972035418102,1.51851471076,130.903315854,21.4604825572,7.82535743164,21.5984044406,56.9411293011,1896165997.52,2104783107.81,2534.02284634,93.0989379883,6.0,GUY,Guyana,Upper middle income,,Latin America & Caribbean,0
5.71428571429,,,62.2304788232,23.1652031711,28.3962333775,21726082774.8,-170681641.343,0.158095485544,979.123666725,776.032186452,,,,,,,99.9974062996,0.0,,99.5557879343,-63.7642919965,6618.06349206,,,,,-0.0446245107289,0.0045433357493,,20.7530931559,29575380860.4,13.7579262845,167.005020898,66.9666666667,,,392.91035924,0.0626700280037,1.91345298059,7.17554176754,92.7617882045,2.14974499683e+11,2.16219655397e+11,30935.6736653,,9.0,HKG,"Hong Kong SAR, China",High income,,East Asia & Pacific,0
28.4267286323,,48.5476807579,22.251483014,24.6673206708,0.553943733426,-4332187093.36,-812895763.4,19.5779806488,,,51.6772666667,14.3129871493,,0.685908030038,12.5865687564,,59.8847062334,37.3833352343,40.1152937666,53.6146908068,-52.8223385577,64.8741472279,1.77255680565,14.1008234303,100.194312737,,1.57285355225,11.7987052229,,40.5842935455,1856319835.2,12.3632660254,85.1480061089,9.6,0.713402361895,0.934965607182,122.574865377,12.5966407431,18.9160555272,28.2076786691,59.1957190396,13550904382.0,15311527645.8,1865.37064314,93.9243087769,9.0,HND,Honduras,Lower middle income,50.9816997163,Latin America & Caribbean,0
22.5798189183,,34.1887062187,28.6063172054,22.4293821054,1.54545717155,-13149275080.3,-3305535607.33,3.01008236686,65.9322183013,4.73104276323,,,,,1.02614092311,,55.9103687286,43.5970431716,44.0896312714,55.4250377118,-83.5259738629,79.2207886586,,88.486483463,,,0.475234051123,33.9259009791,,44.5378230021,-2502547392.93,-3.89593155055,109.054345243,45.42,1.08564394281,1.75710817042,81.0082978301,4.94560084329,14.8966494521,27.8910468898,67.1633522669,64425901032.5,63500757474.3,14532.5678156,,8.0,HRV,Croatia,High income,68.2322038687,Europe & Central Asia,-1
65.146710208,,3.72278664731,17.6336719004,8.31982713094,0.0,-1426931031.28,-53256666.6667,20.8573976582,,,88.2568,0.0,,0.349569325973,49.7483663827,,67.0470313045,32.9529686955,32.9529686955,20.3390335023,2366.905,352.141279632,,,1.7684737805,326.568635274,,,,,182157321.622,2.7021024578,32.2787371945,7.63333333333,,0.0,55.7961352826,,,,,6339501860.54,6849115293.0,652.952384064,,6.0,HTI,Haiti,Low income,,Latin America & Caribbean,-1
64.4319122611,,22.4741874879,25.2798225558,16.5784110005,30.9781729311,608789663.518,-1570100393.03,1.53736718792,22.7049436645,24.1698218988,,,,,,,54.5499337776,0.564216306522,6.22110064874,59.2743362579,14.2853972899,111.649607749,93.0666666667,53.2815232036,,,5.471874084,33.04357136,,33.0335255189,1010359423.87,0.737228847995,116.291088088,58.7666666667,0.900978153214,1.20117775118,153.536584786,3.82027599235,21.3401198534,30.3817373571,65.7979866505,1.41982903317e+11,1.347936306e+11,14142.8773521,,11.3333333333,HUN,Hungary,High income,89.4449900177,Europe & Central Asia,-1
29.9187997152,,52.8834105224,7.68060713743,20.8077004626,0.884929200458,30451852188.6,-2766766960.46,1.33968424115,36.0565092996,17.5925198124,25.8627333333,36.2711862111,,1.01668773946,0.777402846599,,86.8490740078,7.64029159402,13.0782164697,-74.5814087909,-78.7931722525,129.928323682,,13.1425236418,198.156075411,,,,,,1.39171879168e+11,21.7163075307,56.455374634,6.87458470476,0.514641625169,0.673559567216,52.9675903261,14.4961905035,27.0727200871,47.504002957,37.9998067619,4.94008486127e+11,6.7703944071e+11,2097.06702072,99.4669265747,9.0,IDN,Indonesia,Lower middle income,44.0213213762,East Asia & Pacific,1
75.9590643275,,6.0701754386,,,,,,,,,,,,,,,,,,,,145.145614035,,,,,,,,,1082475641.1,24.5138679741,,,,,,,,,,5520632969.2,4740091510.3,66757.844776,,,IMY,Isle of Man,High income,,Europe & Central Asia,1
60.4788123194,,23.193135992,13.7240491514,11.4155934706,1.37549308402,-75902197461.1,-17279055990.0,3.56366389256,98.472485219,82.593571867,20.8575,15.4810358773,,0.533034684923,0.428834982649,,81.3424088988,13.8758151072,16.6779915574,26.1190270301,60.6608686328,402.590923329,,4.36463191601,,,0.18426986849,0.209659190934,0.176472144744,24.9664567194,3.74752919401e+11,27.2574300882,31.2688354194,4.48333333333,0.551578336798,2.59544147724,47.5408792027,17.9257469186,15.5052737902,28.3596780767,53.7145750047,1.27605590453e+12,1.45090278215e+12,1065.70727953,,8.0,IND,India,Lower middle income,21.4540260621,South Asia,1
61.2817535201,,10.3544297673,72.6084772522,8.68223594443,21.6843904106,46737514746.2,10478816579.4,0.230810374956,32.4693597453,6.57803018534,,,,,,,78.9655193659,2.95375428169,12.2409783831,89.9995017242,-88.0943538851,64.9531184981,1.48979591837,94.6431655547,,,,17.3108298524,,35.6489168851,6910707152.32,2.9105729725,112.841837087,64.6261081837,0.453398687631,0.562150494208,162.301090988,0.932324051726,20.9182923636,29.7646930446,69.3029829036,2.59938687747e+11,2.29645741325e+11,58134.5273441,,10.0,IRL,Ireland,High income,,Europe & Central Asia,-1
28.9275736084,,6.56533726321,,,0.0603667778317,,,0.293268050507,13.367359442,3.45081829535,6.6093,,,0.208360573084,0.0685056039688,,95.1062580693,4.80573905841,4.89374193073,-68.8222817859,22.7774456848,44.543210013,72.6070038911,18.2498391489,,,,15.3902525869,,2.1242564182,14336144963.8,3.37269829131,57.3659099834,11.7633333333,2.31396139059,2.9030749545,48.9461223449,7.0409628985,12.0088361261,43.9187839612,49.0402531403,3.77880718327e+11,4.30992055668e+11,5206.45514413,97.8714294434,8.0,IRN,"Iran, Islamic Rep.",Upper middle income,,Middle East & North Africa,-1
19.2324777682,,1.89069021601,7.65902916415,12.5687759128,0.0329376871174,20358600000.0,-1437466666.67,0.0644952308241,,,,,,,60.8316659705,,67.4166721947,11.2646277783,11.2646277783,-307.656440299,-89.0780715237,66.8907080469,,0.909731193411,,,,,,,39549174383.4,33.9907664251,58.3469544918,0.996666666667,7.49251958379,2.34251923901,77.945258397,,,,,1.10704855683e+11,1.24153591911e+11,3788.08029588,,6.0,IRQ,Iraq,Upper middle income,,Middle East & North Africa,1
18.7098919368,,0.401197007481,3.78559270484,,17.9135085939,-879138220.846,2623713888.86,0.64412454863,,,,,,,,,0.0135749643928,72.8306925517,99.9836419235,13.8295532441,-98.6255204718,3.15038736492,0.0970588235294,95.9981846127,,,0.764480378155,9.22456789368,0.00171037743904,41.3189861093,-69848010.2551,-0.492096379938,108.02897022,91.5333333333,0.0693332528704,0.174971136998,83.9016580019,5.72822268,11.5230526695,24.3386876346,69.9330896854,17226587594.6,14109144828.8,54645.4041689,,10.0,ISL,Iceland,High income,,Europe & Central Asia,-1
23.9725816389,,7.13493530499,20.5696461022,19.37620578,2.97729933341,-3639600000.0,-2200833333.33,0.285470632748,90.4334620604,45.9848734235,,,,,,,99.4967501292,0.0325751276342,0.0935761676402,84.4120472623,106.276526531,338.485828712,260.533333333,89.9677900658,904.464344348,1023.73102107,,16.5303652623,,31.894029918,31071641454.3,14.6028238553,126.291454439,56.8793540649,6.14394411104,6.63377618147,74.1890769904,,,,,2.01464467432e+11,2.1804548528e+11,27487.3074737,,11.6666666667,ISR,Israel,High income,,Middle East & North Africa,0
48.2781441944,,30.3270551438,10.1943358982,23.714489824,2.61250478777,165889367.603,43563854061.4,0.256219440174,33.5119205535,66.9330879072,,,,,,,79.8005965803,13.6548614887,19.3502861098,84.6389633313,209.743682096,199.859937445,,97.7662242525,447.488765687,,,34.6553648792,,21.210960156,-12753195761.6,-0.570708078758,150.45143745,44.7166666667,1.62146438591,1.70347659893,51.8469237043,2.05119630768,16.6730756884,25.6285605661,72.3202431262,2.25964756547e+12,2.17857283426e+12,38438.6051677,,12.0,ITA,Italy,High income,,Europe & Central Asia,-1
41.9205909511,,31.2040627886,38.093388091,11.9685314908,0.21065521831,-3910714111.04,-863995619.657,16.0035558254,,,10.5542,59.144999493,,5.95246685439,3.09772798868,,93.84123993,3.19417513028,6.15876007002,86.2862539247,97.2318300177,246.715943367,7.50462107209,24.3672683806,,,3.99670910665,2.17177781441,,30.0536233595,-53044722.2975,-0.375889760081,102.526194127,23.0,0.233212751046,0.851050311341,100.572412595,5.74875353898,9.18429938339,22.6753626301,71.5760727838,12846706662.8,13837167543.9,4808.4045318,,6.0,JAM,Jamaica,Upper middle income,,Latin America & Caribbean,-1
11.161096584,,1.10270081984,39.3600376167,25.7614213882,0.214457173386,-6627573503.96,-2576226464.93,16.6548894282,178.554245973,93.2646740404,26.0019,86.8365655325,,2.11016166419,11.8047909668,,99.4708631768,0.44354438761,0.529136823155,96.1096072297,,67.9895969352,137.961876833,24.6538682749,,,-4.93899312843,0.453870311169,,37.6440085246,1998650248.88,8.75446550626,90.5184597576,23.0,6.94130870144,6.26682784713,134.98981318,2.8636705538,20.7812225993,32.5130132502,64.623316196,20966922657.4,24377753163.2,3475.80770332,98.9493408203,10.0,JOR,Jordan,Upper middle income,,Middle East & North Africa,0
12.6995884774,,68.4598079561,6.17580746696,16.1585530929,1.82743290458,77989845030.9,67275972726.6,0.0330537896343,76.4435620799,118.678956169,,,,,,,62.473752817,7.01790051365,9.5176947658,81.5621260527,70.8893084466,351.267489712,19.2976744186,127.737711134,,,,0.954531655168,,31.4912394727,3.17793203017e+11,5.6576672501,87.4593832518,75.9,0.371735136736,0.969517847733,31.3519734282,1.15348095733,19.3412981838,27.2645731596,71.5819458831,4.74689133465e+12,5.475623739e+12,37073.9746716,,9.0,JPN,Japan,High income,,East Asia & Pacific,0
78.1655122174,,1.22984035263,12.8372396574,9.98379791166,3.39059750353,21280713074.3,-10409522105.3,0.134122091065,27.041551666,5.03032410473,1.04946666667,47.7334094281,,4.4218952027,0.785649095652,,88.2775795102,9.56469895764,9.56469895764,-113.353852975,17.6325485079,5.83409181267,32.1989121989,49.1407698807,,,,,,,28032106695.9,21.2390780359,94.7317780405,11.0733333333,0.955874044597,1.18485951823,87.4075017363,6.08544951412,12.1450444219,41.4026466145,52.5119038714,1.17866720072e+11,1.35432628759e+11,7483.41883053,99.8345108032,10.0,KAZ,Kazakhstan,Upper middle income,45.7777216927,Europe & Central Asia,1
47.6976959389,,7.30365112275,13.9064148899,13.92558022,0.119632626808,-4940543554.58,-271700081.391,1.86121503367,33.8725364925,2.04410752801,74.4660666667,28.8783007824,,0.321839451806,21.504674442,,36.6590774518,43.054287024,64.1547146252,17.3517185819,31.2871666667,67.2154302983,11.2077294686,5.95740246054,63.5527607682,,1.43671377608,,,41.2449843528,7478317105.78,20.9856830085,40.245254648,8.88666666667,0.201142022972,1.57507027498,54.1123430073,24.7779926661,13.8079697346,21.2213682429,54.000639091,34958286853.0,36084237172.3,913.080199155,82.3904724121,,KEN,Kenya,Lower middle income,,Sub-Saharan Africa,1
55.7405283281,,3.93076120959,32.2725678757,23.9079641934,-0.0116950681982,-1424905243.47,-258569006.333,21.0834438585,2.1795267785,2.43715552269,58.459,28.5958176249,,1.04974012548,25.2605880102,,12.0190437067,87.9809562933,87.9809562933,59.2926981259,-60.3556303601,27.7553006604,16.3641937462,5.14310486541,22.5890501969,74.5094606865,3.05015368885,,0.0060766179069,48.4955305082,258371421.314,5.98211121989,64.2526664338,15.2433333333,0.847843376779,3.04627632984,138.847874412,26.398113421,14.2245463198,23.121314081,50.480572498,4544195403.62,4606026658.06,853.128902454,99.7518463135,9.0,KGZ,Kyrgyz Republic,Lower middle income,,Europe & Central Asia,0
